emp_no,first_name,last_name,birth_date,from_date,to_date,title
239243,Neven,Leuchs,1955-02-05,1995-09-12,9999-01-01,Engineer
239260,Vivian,Babu,1955-03-25,1993-11-18,9999-01-01,Staff
239261,Shem,Pileggi,1955-01-14,1988-05-13,9999-01-01,Engineer
239286,Nikolaus,Spinelli,1955-08-05,1991-09-08,9999-01-01,Staff
239287,Mario,Katiyar,1955-02-28,1996-04-14,9999-01-01,Senior Engineer
239294,Valter,Peot,1955-03-08,1987-10-04,9999-01-01,Senior Engineer
239314,Jinya,Apsitis,1955-01-10,1994-12-17,9999-01-01,Assistant Engineer
239319,Piyawadee,Greenaway,1955-07-23,1990-05-16,9999-01-01,Senior Staff
239332,Nimmagadda,Bael,1955-09-16,1994-01-29,9999-01-01,Senior Staff
239342,Kolar,Klyachko,1955-08-22,1993-01-09,9999-01-01,Senior Staff
239350,Marlo,Peltason,1955-08-23,1988-01-20,9999-01-01,Senior Staff
239377,Geraldo,McFarlan,1955-12-12,1985-06-12,9999-01-01,Staff
239391,Mandell,Merli,1955-02-13,1993-04-19,9999-01-01,Senior Staff
239397,Danco,Reeken,1955-04-12,1996-06-08,9999-01-01,Engineer
239400,Shem,Baranowski,1955-02-06,1994-07-29,9999-01-01,Senior Staff
239401,Bernardo,Denny,1955-01-12,1997-05-25,9999-01-01,Engineer
239414,Sverrir,Renear,1955-04-09,1988-09-29,9999-01-01,Senior Staff
239418,Yuqun,Sidou,1955-12-15,1994-04-30,9999-01-01,Staff
239423,Hongzue,Gyimothy,1955-05-03,1987-07-14,9999-01-01,Staff
239443,Teruyuki,Ouhyoung,1955-09-12,1986-04-19,9999-01-01,Engineer
239463,Arve,Tagansky,1955-03-28,1996-06-27,9999-01-01,Engineer
239471,Marl,Range,1955-07-06,1996-09-03,9999-01-01,Senior Engineer
239477,Chinya,Tsunoo,1955-09-17,1996-03-24,9999-01-01,Engineer
239499,Bouchung,Zedlitz,1955-11-01,1985-10-25,9999-01-01,Senior Staff
239535,Alselm,Crooks,1955-03-11,1991-02-22,9999-01-01,Senior Engineer
239539,Shaz,Hedayat,1955-07-17,1996-06-02,9999-01-01,Assistant Engineer
239546,Perry,Ressouche,1955-10-16,1992-12-16,9999-01-01,Technique Leader
239572,Jayson,Tyugu,1955-08-10,1997-07-07,9999-01-01,Staff
239594,Radhika,Callaway,1955-03-14,1990-07-22,9999-01-01,Senior Engineer
239595,Gay,Sommen,1955-11-25,1997-06-20,9999-01-01,Senior Engineer
239607,Gina,Oehlmann,1955-12-20,1990-02-20,9999-01-01,Staff
239616,Chenyi,Benveniste,1955-02-09,2000-07-01,9999-01-01,Technique Leader
239648,Fun,Birsak,1955-04-02,1994-02-26,9999-01-01,Senior Staff
239653,Elrique,Emmart,1955-12-23,1986-11-20,9999-01-01,Senior Staff
239674,Dekang,Molenaar,1955-12-25,1995-02-04,9999-01-01,Engineer
239711,Arun,Lagarias,1955-05-15,1992-02-29,9999-01-01,Senior Engineer
239713,Barna,Kilgore,1955-09-19,1998-02-04,9999-01-01,Engineer
239729,Lijie,Rousseau,1955-06-29,1995-01-21,9999-01-01,Senior Staff
239731,Elvis,Setlzner,1955-01-09,1990-12-03,9999-01-01,Senior Staff
239756,Leif,Coors,1955-12-25,1999-05-25,9999-01-01,Engineer
239762,Kamakshi,Szemeredi,1955-02-03,1986-01-20,9999-01-01,Engineer
239782,Indrajit,Shackel,1955-04-29,1986-04-18,9999-01-01,Senior Staff
239789,Kankanahalli,Schoegge,1955-04-07,1993-05-04,9999-01-01,Senior Engineer
239799,Marin,Rossi,1955-05-18,1996-04-28,9999-01-01,Staff
239808,Kitty,Stassinopoulos,1955-09-20,1989-03-21,9999-01-01,Engineer
239809,Naraig,Baaz,1955-08-16,1994-10-04,9999-01-01,Senior Engineer
239821,Dinkar,Ramras,1955-09-21,1999-12-05,9999-01-01,Assistant Engineer
239846,Cristinel,Beilner,1955-06-24,1985-06-18,9999-01-01,Engineer
239871,Xiaopeng,Hatcliff,1955-06-19,1993-04-17,9999-01-01,Senior Staff
239901,Shushma,Munck,1955-03-07,1991-08-10,9999-01-01,Engineer
239910,Hilari,Cusworth,1955-10-04,1995-09-14,9999-01-01,Senior Engineer
239929,Uli,Thiran,1955-09-25,1999-12-02,9999-01-01,Engineer
239955,Pantung,Gihr,1955-04-09,1993-03-14,9999-01-01,Senior Staff
239959,Nahid,Bahk,1955-07-16,1998-08-04,9999-01-01,Senior Staff
239965,Toney,Schwabacher,1955-09-15,1996-03-01,9999-01-01,Engineer
239972,Masamitsu,Gire,1955-04-17,1992-02-11,9999-01-01,Engineer
239979,Radhia,Radwan,1955-12-18,1990-02-03,9999-01-01,Staff
240005,Xiaoshan,Selvestrel,1955-10-12,1990-01-19,9999-01-01,Senior Staff
240052,Surveyors,Besselaar,1955-11-14,2000-07-17,9999-01-01,Senior Engineer
240061,Candido,Candan,1955-07-13,1997-03-18,9999-01-01,Engineer
240064,Bernd,Motley,1955-09-06,1999-07-22,9999-01-01,Engineer
240072,Insup,Marwedel,1955-10-10,1992-10-11,9999-01-01,Technique Leader
240099,Thanasis,Slobodova,1955-09-05,1995-11-25,9999-01-01,Senior Staff
240134,Lidong,Mattern,1955-04-28,1995-10-18,9999-01-01,Senior Staff
240155,Eirik,Rehfuss,1955-11-25,1993-03-30,9999-01-01,Senior Engineer
240181,Goetz,Luan,1955-02-10,1989-10-18,9999-01-01,Staff
240189,Ramachenga,Koshino,1955-12-10,1997-03-16,9999-01-01,Staff
240196,Xianlong,Vigier,1955-07-26,1988-02-02,9999-01-01,Staff
240198,Dmitri,Menyhert,1955-10-06,1991-12-31,9999-01-01,Senior Staff
240204,Duke,Vandervoorde,1955-11-15,1988-08-20,9999-01-01,Senior Engineer
240212,Jaber,Lund,1955-11-21,1999-06-03,9999-01-01,Staff
240217,Ger,Akiyama,1955-12-25,1992-09-11,9999-01-01,Staff
240258,Zsolt,Bojadziev,1955-12-24,1991-03-19,9999-01-01,Staff
240260,Fumiya,Herber,1955-09-25,1985-03-23,9999-01-01,Senior Staff
240268,Masanao,Iwayama,1955-02-18,1988-06-09,9999-01-01,Technique Leader
240289,Jeane,Sidhu,1955-02-12,1990-12-25,9999-01-01,Senior Engineer
240321,Mary,Bugaenko,1955-08-19,1990-01-11,9999-01-01,Staff
240342,Flemming,Sooriamurthi,1955-05-23,1991-03-27,9999-01-01,Engineer
240352,Rimon,Rubsam,1955-12-16,1985-09-26,9999-01-01,Engineer
240508,Charmane,Swist,1955-08-28,1996-04-05,9999-01-01,Engineer
240518,Guadalupe,Reeker,1955-09-16,1986-07-17,9999-01-01,Senior Engineer
240561,Stella,Simmen,1955-01-01,1997-10-31,9999-01-01,Engineer
240574,Berry,Erdi,1955-02-26,1996-06-08,9999-01-01,Assistant Engineer
240589,Kish,Ritcey,1955-01-14,1996-12-10,9999-01-01,Staff
240635,Manibrata,Lanphier,1955-07-05,1989-10-04,9999-01-01,Senior Staff
240679,Toshimo,Jullig,1955-08-15,1986-06-07,9999-01-01,Senior Engineer
240695,Weidon,Eickenmeyer,1955-08-03,1989-09-18,9999-01-01,Staff
240696,Boutros,Velardi,1955-07-23,1985-02-05,9999-01-01,Senior Staff
240697,Rafail,Molenaar,1955-03-07,1988-06-21,9999-01-01,Senior Engineer
240701,Xuedong,Goodrum,1955-01-17,1989-10-07,9999-01-01,Senior Staff
240724,Gift,Peternell,1955-10-04,1989-04-26,9999-01-01,Senior Engineer
240727,Visit,Bauknecht,1955-01-11,1992-04-23,9999-01-01,Senior Engineer
240750,Shrikanth,Bernatsky,1955-12-22,1998-10-22,9999-01-01,Engineer
240762,Baruch,Sudbeck,1955-10-23,1993-12-09,9999-01-01,Staff
240770,Gino,Erman,1955-04-10,1991-06-05,9999-01-01,Engineer
240798,Arvin,Munawer,1955-03-02,1985-08-02,9999-01-01,Senior Staff
240807,Shaw,Rindone,1955-07-01,1995-07-28,9999-01-01,Engineer
240811,Valdiodio,Eugenio,1955-09-04,1990-10-15,9999-01-01,Technique Leader
240819,Hyuncheol,Birge,1955-11-01,1990-01-22,9999-01-01,Senior Staff
240826,Weidon,Paludetto,1955-12-13,1993-08-07,9999-01-01,Staff
240834,Basil,Gelosh,1955-11-23,2000-01-02,9999-01-01,Engineer
240855,Hilari,Chaudhury,1955-05-21,1997-06-27,9999-01-01,Staff
240857,Karsten,Krzyzanowski,1955-12-31,1988-10-16,9999-01-01,Senior Engineer
240860,Kwangho,Hooghiemstra,1955-09-01,1998-06-14,9999-01-01,Staff
240910,Aleksandar,Hemaspaandra,1955-09-29,1995-08-27,9999-01-01,Senior Engineer
240928,Shahaf,Unni,1955-07-25,1986-02-08,9999-01-01,Senior Staff
240982,Toshimori,Kawashima,1955-05-29,1991-07-29,9999-01-01,Engineer
241007,Abdulla,Uhrik,1955-03-22,1990-02-02,9999-01-01,Senior Staff
241008,Zhaofang,Pappas,1955-07-18,2000-12-10,9999-01-01,Senior Engineer
241021,Guoxiang,Bernick,1955-11-11,1990-09-04,9999-01-01,Senior Engineer
241041,Boguslaw,Czap,1955-06-30,1996-01-12,9999-01-01,Staff
241067,Shigeu,Binkley,1955-02-02,1986-11-07,9999-01-01,Technique Leader
241078,Sailaja,Reutenauer,1955-07-01,1994-10-29,9999-01-01,Senior Staff
241093,Ulises,Menyhert,1955-10-12,1989-12-26,9999-01-01,Senior Staff
241099,Richara,Serov,1955-09-08,1994-09-01,9999-01-01,Staff
241150,Bogdan,Linares,1955-11-01,1997-07-17,9999-01-01,Senior Staff
241155,Ute,Shumilov,1955-12-05,1997-06-29,9999-01-01,Senior Engineer
241167,Yuchang,Kamber,1955-02-04,1998-10-07,9999-01-01,Staff
241204,Fumitake,Dehkordi,1955-01-11,1986-01-29,9999-01-01,Senior Engineer
241218,Masami,Munck,1955-11-03,1994-01-28,9999-01-01,Senior Staff
241223,Yoshimitsu,Hiyoshi,1955-10-07,1991-02-21,9999-01-01,Engineer
241252,Cristinel,Irland,1955-10-20,1997-10-06,9999-01-01,Staff
241260,Kellie,Heinisuo,1955-11-11,1985-06-06,9999-01-01,Engineer
241355,Zhilian,Thorelli,1955-01-26,1993-05-29,9999-01-01,Senior Staff
241365,Yechezkel,Docker,1955-06-14,1999-05-09,9999-01-01,Senior Staff
241368,Larisa,Vidya,1955-10-01,1989-02-26,9999-01-01,Senior Staff
241379,Takanari,Miyakawa,1955-06-09,1999-02-02,9999-01-01,Staff
241411,Subhada,Salvesen,1955-04-28,1995-08-28,9999-01-01,Staff
241447,Genta,Cangellaris,1955-11-12,1989-04-29,9999-01-01,Senior Staff
241448,Arvind,Penttonen,1955-12-07,1997-02-26,9999-01-01,Engineer
241454,Djenana,Azevdeo,1955-08-12,1998-10-02,9999-01-01,Staff
241481,Muzhong,Dahlbom,1955-09-11,1994-03-12,9999-01-01,Senior Engineer
241482,Khaled,Spelt,1955-11-17,1999-09-05,9999-01-01,Staff
241484,Aamer,Chenoweth,1955-11-23,1993-09-19,9999-01-01,Senior Engineer
241515,Gilbert,Heyers,1955-08-21,1996-03-25,9999-01-01,Engineer
241548,Evgueni,Crouzet,1955-01-22,1986-11-13,9999-01-01,Engineer
241553,Nathan,Gurbaxani,1955-05-05,1987-05-16,9999-01-01,Senior Staff
241580,Ortrun,Motley,1955-10-22,1986-12-09,9999-01-01,Senior Engineer
241597,Thodoros,Spieker,1955-04-21,1988-12-11,9999-01-01,Senior Engineer
241611,True,Suppi,1955-09-07,1992-08-09,9999-01-01,Senior Staff
241622,Mara,Grospietsch,1955-08-22,2002-01-19,9999-01-01,Staff
241690,Atreyi,Lemarechal,1955-05-15,1998-02-28,9999-01-01,Engineer
241787,Younwoo,Cheshire,1955-02-12,1999-05-20,9999-01-01,Staff
241829,Bouchung,Mitsuhashi,1955-10-31,1991-10-21,9999-01-01,Staff
241842,Kokou,Staudhammer,1955-04-27,1994-11-01,9999-01-01,Staff
241844,Lubomir,Monarch,1955-08-14,1990-04-01,9999-01-01,Staff
241849,Udi,Gente,1955-02-01,1998-07-27,9999-01-01,Engineer
241855,Nechama,Undy,1955-09-14,1992-04-16,9999-01-01,Senior Engineer
241864,Taizo,Kandlur,1955-04-07,1987-07-14,9999-01-01,Senior Engineer
241883,Tzvetan,Miake,1955-05-04,1991-12-12,9999-01-01,Senior Engineer
241903,Gretta,Llado,1955-06-17,1998-11-02,9999-01-01,Staff
241928,Valery,Norsworthy,1955-01-14,1986-12-16,9999-01-01,Engineer
241940,Carrsten,Schoegge,1955-03-02,1987-01-29,9999-01-01,Staff
241965,Aimee,Kornatzky,1955-04-17,1987-12-30,9999-01-01,Staff
241969,Susuma,Kriebel,1955-12-08,1987-01-27,9999-01-01,Staff
241978,Giao,Rosca,1955-08-13,1989-12-19,9999-01-01,Senior Engineer
242013,Mani,Baig,1955-04-04,1996-09-09,9999-01-01,Staff
242014,Conor,Wilharm,1955-11-12,1985-03-07,9999-01-01,Senior Engineer
242021,JoAnna,Perfilyeva,1955-07-10,1995-08-03,9999-01-01,Engineer
242049,Christophe,Bojadziev,1955-01-30,1996-03-24,9999-01-01,Senior Engineer
242069,Angus,Perz,1955-02-13,2001-05-06,9999-01-01,Staff
242098,Mooi,Gecsei,1955-02-23,2000-09-09,9999-01-01,Senior Engineer
242130,Susanne,Casley,1955-12-28,1990-10-22,9999-01-01,Staff
242151,Sandeepan,Junet,1955-12-19,1995-09-05,9999-01-01,Senior Engineer
242154,Giao,Porenta,1955-12-07,1995-09-06,9999-01-01,Senior Staff
242182,George,Akaboshi,1955-02-21,1990-06-28,9999-01-01,Staff
242193,Hailing,Validov,1955-08-08,1997-12-01,9999-01-01,Engineer
242197,Marla,Hennings,1955-11-10,1988-08-24,9999-01-01,Engineer
242212,Akhilish,Jenevein,1955-12-26,1998-01-02,9999-01-01,Senior Engineer
242227,Jouni,Dahlbom,1955-01-25,1986-11-13,9999-01-01,Senior Staff
242252,Panayotis,Markovitch,1955-02-05,2000-01-06,9999-01-01,Engineer
242262,Ziva,Przulj,1955-11-30,1987-12-09,9999-01-01,Engineer
242280,Irene,Benzmuller,1955-05-02,1986-12-25,9999-01-01,Staff
242282,Billie,Gurbaxani,1955-08-27,1990-04-23,9999-01-01,Senior Staff
242288,Rayond,Burnard,1955-09-07,1999-10-02,9999-01-01,Senior Engineer
242321,DAIDA,Reeker,1955-12-04,1994-03-08,9999-01-01,Senior Engineer
242334,Renny,Kadhim,1955-10-30,1985-09-20,9999-01-01,Senior Staff
242339,Peer,Hofman,1955-01-07,1996-03-04,9999-01-01,Staff
242347,Teunis,Heystek,1955-02-26,1994-03-13,9999-01-01,Senior Staff
242348,Falguni,Puoti,1955-10-18,1988-01-08,9999-01-01,Engineer
242397,Rosine,Heystek,1955-01-01,2000-07-05,9999-01-01,Engineer
242400,Jongsuk,Rosaz,1955-02-26,1993-12-10,9999-01-01,Senior Engineer
242409,Mack,Ranft,1955-01-02,1996-01-21,9999-01-01,Senior Staff
242436,Steen,Impagliazzo,1955-11-10,1998-02-18,9999-01-01,Technique Leader
242444,Isaac,Speer,1955-01-28,1990-06-10,9999-01-01,Senior Staff
242470,Tse,Constantine,1955-04-25,1985-09-25,9999-01-01,Engineer
242521,Bogdan,Lindenbaum,1955-07-14,1989-11-20,9999-01-01,Staff
242567,Khue,Schmezko,1955-07-26,1989-01-14,9999-01-01,Technique Leader
242585,Kwangho,Cyre,1955-03-15,1987-09-29,9999-01-01,Engineer
242586,Xinglin,Gulik,1955-12-28,1987-08-29,9999-01-01,Staff
242598,Waiman,Nastansky,1955-10-22,1986-12-30,9999-01-01,Engineer
242635,Berto,Walstra,1955-05-24,1996-07-19,9999-01-01,Staff
242646,Shin,Ramaiah,1955-05-22,1997-06-12,9999-01-01,Senior Engineer
242653,Yucel,Chelton,1955-12-27,1990-06-24,9999-01-01,Engineer
242669,Armond,Oxenboll,1955-11-12,1990-11-12,9999-01-01,Senior Engineer
242682,Paddy,Birch,1955-04-30,1991-05-08,9999-01-01,Staff
242693,Debatosh,Besselaar,1955-01-02,1993-03-12,9999-01-01,Senior Staff
242697,Shuho,Kohling,1955-12-29,1997-08-08,9999-01-01,Staff
242698,Florian,Hofstetter,1955-01-15,1993-02-23,9999-01-01,Assistant Engineer
242709,Oguz,Kranzdorf,1955-02-05,1993-09-09,9999-01-01,Staff
242717,Mori,Nanard,1955-05-03,1990-08-15,9999-01-01,Senior Engineer
242779,Mona,Whitcomb,1955-09-24,1994-05-27,9999-01-01,Engineer
242783,Yefim,Peroz,1955-02-14,1998-10-12,9999-01-01,Staff
242784,Aloys,Wallrath,1955-06-05,1999-12-15,9999-01-01,Technique Leader
242799,Kenton,Uehara,1955-11-14,1998-07-22,9999-01-01,Engineer
242802,Heng,Shobatake,1955-01-25,1985-12-13,9999-01-01,Staff
242831,Chriss,Cannata,1955-10-19,1990-05-06,9999-01-01,Engineer
242862,Mario,Leonhardt,1955-12-20,1990-04-08,9999-01-01,Senior Staff
242864,Masaki,Keohane,1955-08-09,1997-07-13,9999-01-01,Senior Staff
242869,Howell,Marsiglia,1955-04-01,1997-05-29,9999-01-01,Technique Leader
242879,Khalil,Khalid,1955-11-17,1987-09-08,9999-01-01,Senior Engineer
242891,Debaprosad,Ramalingam,1955-07-01,1989-05-14,9999-01-01,Senior Engineer
242907,Bouchung,Eppinger,1955-11-15,1986-04-20,9999-01-01,Engineer
242940,Hinrich,Vieth,1955-11-14,1988-06-27,9999-01-01,Senior Engineer
242957,Danae,Antonakopoulos,1955-03-02,1987-07-27,9999-01-01,Senior Engineer
242978,Teunis,Unno,1955-04-04,1997-12-25,9999-01-01,Senior Staff
243032,Leandro,Bage,1955-05-06,1991-03-08,9999-01-01,Engineer
243043,Dayanand,Senzako,1955-08-03,1989-10-12,9999-01-01,Senior Staff
243054,Georgy,Felder,1955-08-11,1988-04-10,9999-01-01,Senior Staff
243057,Bodo,Atrawala,1955-03-20,1988-03-26,9999-01-01,Senior Staff
243062,Peternela,Ashish,1955-10-29,1991-02-14,9999-01-01,Senior Staff
243074,Teunis,Rousseau,1955-03-07,1997-07-09,9999-01-01,Staff
243086,Rosalie,Kumaresan,1955-10-01,1985-08-24,9999-01-01,Senior Staff
243110,Kellyn,Rohrbach,1955-08-15,1992-11-15,9999-01-01,Assistant Engineer
243147,Jeanna,Goodrum,1955-04-06,1991-09-10,9999-01-01,Staff
243157,Eric,Gurbaxani,1955-10-12,1995-02-16,9999-01-01,Senior Staff
243167,Flemming,Cusworth,1955-04-20,1993-05-12,9999-01-01,Senior Engineer
243170,Shichao,Ginneken,1955-10-06,1989-07-31,9999-01-01,Engineer
243177,Tokuyasu,Ratnaker,1955-01-08,1993-10-17,9999-01-01,Engineer
243189,Goh,Rebaine,1955-08-23,1986-03-12,9999-01-01,Senior Staff
243208,Sachin,Biros,1955-03-01,1993-06-13,9999-01-01,Senior Staff
243213,Malu,Kusakabe,1955-05-20,1993-06-01,9999-01-01,Senior Staff
243215,Yakichi,Bain,1955-05-16,1988-12-22,9999-01-01,Senior Staff
243230,Adel,Pezzoli,1955-02-05,1995-10-04,9999-01-01,Staff
243255,Ghassan,Rosca,1955-06-24,1996-09-15,9999-01-01,Staff
243271,Huei,Junet,1955-10-15,1999-01-17,9999-01-01,Assistant Engineer
243281,Make,Bodoff,1955-11-30,1998-03-13,9999-01-01,Engineer
243317,Zvonko,Parfitt,1955-08-13,1999-10-12,9999-01-01,Engineer
243328,Mary,Yoshizawa,1955-05-11,1991-09-24,9999-01-01,Senior Engineer
243335,Yolla,Flasterstein,1955-03-17,1993-11-11,9999-01-01,Staff
243381,Parke,Brender,1955-01-11,1996-06-07,9999-01-01,Senior Engineer
243393,Weiru,Picel,1955-07-09,1992-10-14,9999-01-01,Senior Staff
243402,Jaewoo,Fujisawa,1955-01-06,1994-01-06,9999-01-01,Assistant Engineer
243452,Kien,Bodoff,1955-03-13,1991-06-16,9999-01-01,Technique Leader
243454,Jungsoon,Giveon,1955-10-01,1989-03-28,9999-01-01,Senior Staff
243470,Paloma,Tyugu,1955-10-11,1988-08-20,9999-01-01,Senior Staff
243478,Ekawit,DasSarma,1955-06-13,1995-06-17,9999-01-01,Senior Staff
243487,Ottavia,Makinen,1955-05-11,1985-04-07,9999-01-01,Senior Staff
243497,Bowen,Androutsos,1955-02-23,1992-07-25,9999-01-01,Engineer
243503,Leni,Malabarba,1955-10-21,1990-01-30,9999-01-01,Engineer
243510,Paraskevi,Detkin,1955-10-14,1988-08-21,9999-01-01,Senior Engineer
243516,Ohad,Siochi,1955-09-22,1991-07-24,9999-01-01,Engineer
243519,Yannis,Itschner,1955-10-31,1991-12-10,9999-01-01,Senior Staff
243543,Mats,Peron,1955-11-10,1997-05-19,9999-01-01,Engineer
243564,Aran,Schiper,1955-02-02,1987-02-27,9999-01-01,Engineer
243589,Rasiah,Walstra,1955-04-03,1990-02-02,9999-01-01,Senior Engineer
243592,Radhia,Frolund,1955-01-10,1994-04-02,9999-01-01,Staff
243630,Irene,Ligten,1955-12-22,1991-02-01,9999-01-01,Senior Staff
243639,Sreekrishna,Smeets,1955-04-20,1985-02-26,9999-01-01,Engineer
243654,Anestis,Poupard,1955-08-21,1992-12-07,9999-01-01,Senior Engineer
243695,Harngdar,Stasinski,1955-04-03,1987-01-19,9999-01-01,Senior Engineer
243728,Leah,Barbanera,1955-01-15,1999-11-16,9999-01-01,Senior Staff
243766,Xinyu,Oppitz,1955-04-03,1995-11-22,9999-01-01,Engineer
243795,Heon,Nivat,1955-05-02,1994-03-20,9999-01-01,Senior Engineer
243799,Kiam,Chaudhury,1955-06-05,1998-11-19,9999-01-01,Senior Staff
243805,Ramzi,Vecchi,1955-11-03,1985-03-20,9999-01-01,Staff
243811,Heather,Openshaw,1955-05-25,1985-04-25,9999-01-01,Senior Engineer
243829,Seongbae,Thiria,1955-02-13,1995-11-07,9999-01-01,Engineer
243845,Selwyn,Larfeldt,1955-05-31,2002-05-04,9999-01-01,Engineer
243872,Qunsheng,Denos,1955-06-10,1996-12-19,9999-01-01,Senior Engineer
243891,Shan,Rodite,1955-10-07,1988-03-30,9999-01-01,Senior Staff
243895,Pranas,Serra,1955-02-17,1994-10-13,9999-01-01,Senior Engineer
243911,Aamod,Rahier,1955-11-21,1990-04-05,9999-01-01,Senior Engineer
243912,Arno,Zhiwei,1955-03-28,2000-11-07,9999-01-01,Engineer
243918,Phillip,Preusig,1955-05-07,1997-03-03,9999-01-01,Senior Staff
243921,Manibrata,Ramamoorthy,1955-08-11,1992-01-03,9999-01-01,Senior Engineer
243930,Shao,Bail,1955-05-12,1998-11-25,9999-01-01,Senior Engineer
243943,Mokhtar,Tokunaga,1955-06-20,1989-11-25,9999-01-01,Staff
243948,Macha,Ducloy,1955-09-04,1986-05-11,9999-01-01,Assistant Engineer
243958,Dipayan,Leuchs,1955-05-17,1991-09-08,9999-01-01,Technique Leader
243965,Jaber,Azadmanesh,1955-10-12,2001-12-16,9999-01-01,Staff
244007,Neelam,Flowers,1955-12-19,1989-05-18,9999-01-01,Engineer
244012,Rosalyn,Dechter,1955-10-28,1996-11-23,9999-01-01,Senior Staff
244069,Odoardo,Eickenmeyer,1955-02-22,1999-01-11,9999-01-01,Senior Staff
244072,Chiranjit,Demke,1955-03-24,1988-10-19,9999-01-01,Staff
244077,Jacqueline,Rusterholz,1955-11-10,1989-10-09,9999-01-01,Senior Engineer
244085,Bernardo,Paludetto,1955-03-06,1999-04-06,9999-01-01,Senior Staff
244086,Nitsan,Hiroyama,1955-05-29,1986-06-19,9999-01-01,Engineer
244090,Sreekrishna,Bain,1955-08-05,1999-11-28,9999-01-01,Senior Engineer
244097,Xuejun,Isaac,1955-01-05,1996-08-16,9999-01-01,Engineer
244099,Kwun,Bednarek,1955-08-23,1999-12-18,9999-01-01,Staff
244113,Navin,Terwilliger,1955-09-11,1988-08-29,9999-01-01,Senior Engineer
244130,Mingzeng,Swab,1955-01-27,1995-12-29,9999-01-01,Staff
244133,Augustine,Taubenfeld,1955-01-09,1992-01-12,9999-01-01,Engineer
244134,Aleksander,Sabnani,1955-10-18,1994-06-02,9999-01-01,Engineer
244172,Karoline,Thibadeau,1955-04-10,1996-02-28,9999-01-01,Technique Leader
244177,Tzu,Champarnaud,1955-09-20,1998-06-27,9999-01-01,Staff
244224,Guther,Schaaf,1955-08-05,1997-05-30,9999-01-01,Assistant Engineer
244236,Reinhard,Weisert,1955-04-27,1999-03-28,9999-01-01,Staff
244258,Lorien,Greibach,1955-02-19,1997-07-18,9999-01-01,Senior Engineer
244297,Nadjib,Himler,1955-04-16,1989-12-24,9999-01-01,Senior Engineer
244300,Saeko,Ferretti,1955-01-15,1993-12-15,9999-01-01,Staff
244311,Mingdong,Panienski,1955-10-19,1995-02-19,9999-01-01,Engineer
244340,Yaghout,Zultner,1955-10-16,1994-05-16,9999-01-01,Staff
244360,Mountaz,Swiler,1955-02-19,1989-10-27,9999-01-01,Engineer
244404,Navid,Cronan,1955-08-02,1994-06-12,9999-01-01,Engineer
244425,Tonny,Serna,1955-08-12,1993-11-29,9999-01-01,Senior Engineer
244461,Mingsen,Besselaar,1955-07-04,1992-11-18,9999-01-01,Engineer
244462,Rafael,Heystek,1955-01-30,1989-11-23,9999-01-01,Senior Staff
244503,Candido,Beerel,1955-12-07,1994-08-22,9999-01-01,Staff
244556,Nadjib,Conte,1955-12-22,1996-08-18,9999-01-01,Senior Engineer
244566,Jacopo,Soloway,1955-02-28,1988-11-24,9999-01-01,Senior Engineer
244579,Sasan,Zhiwei,1955-02-06,1994-11-07,9999-01-01,Senior Engineer
244589,Rasiah,Stamatiou,1955-09-27,1999-12-01,9999-01-01,Assistant Engineer
244591,Akemi,Sambasivam,1955-05-13,1985-06-19,9999-01-01,Senior Staff
244614,Vasilis,Matzel,1955-11-18,1989-12-14,9999-01-01,Technique Leader
244617,Itzchak,Swen,1955-06-24,1995-01-17,9999-01-01,Staff
244661,Idoia,Parfitt,1955-11-02,2000-03-19,9999-01-01,Senior Engineer
244667,Zhaofang,Erva,1955-08-12,1993-10-31,9999-01-01,Staff
244675,Aloys,Barreiro,1955-04-20,1995-09-18,9999-01-01,Engineer
244688,Heon,Ponthieu,1955-10-20,1989-02-24,9999-01-01,Engineer
244737,Kazuyasu,Spataro,1955-03-29,1989-07-11,9999-01-01,Senior Staff
244742,Owen,Dahlbom,1955-10-29,1999-07-08,9999-01-01,Senior Engineer
244744,Nitsan,Srimani,1955-10-06,1998-10-26,9999-01-01,Staff
244746,Arvin,Chaudhuri,1955-07-20,1988-12-14,9999-01-01,Staff
244750,Gaurav,Kamble,1955-07-16,1988-10-17,9999-01-01,Technique Leader
244780,Domenico,Itzfeldt,1955-08-25,1998-11-01,9999-01-01,Engineer
244801,Bodo,Menyhert,1955-05-02,1993-03-24,9999-01-01,Engineer
244819,Marl,Brizzi,1955-08-30,1991-09-09,9999-01-01,Senior Engineer
244860,Florina,Salverda,1955-04-18,1987-07-29,9999-01-01,Engineer
244882,Mingdong,Luft,1955-01-31,2000-08-29,9999-01-01,Staff
244897,Hiroyasu,Suomi,1955-11-02,1991-03-30,9999-01-01,Senior Staff
